title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Rukia, wandering the streets at night, runs into two Shinigami from the Soul Society, Renji Abarai and her brother, Byakuya Kuchiki.",8.3,216,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Yuki Matsuoka']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","At a Shinigami supply shop, Rukia picks up a mod soul to take over Ichigo's body while he's pulling Shinigami duty.",7.8,244,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo, still battling Captain Zaraki, senses a loss of Chad's reiatsu and fears the worst.",8.6,183,24,,,"['Masakazu Morita', 'Fumihiko Tachiki', 'Akio Ôtsuka', 'Toshiyuki Morikawa']","['Noriyuki Abe', 'Mitsutaka Noshitani']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","A prominent captain of Soul Society's Shinigami is found dead, and Shinigami turn against one another in a flurry of suspicion and accusation.",8.1,180,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Hiroki Yasumoto', 'Kôji Yusa']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Ichigo and his friends meet at school and set out to look for Orihime the day after her disappearance.,7.0,112,25,,,"['Masakazu Morita', 'Noriaki Sugiyama', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Byakuya Kuchiki may have been impressed by the power exerted by Ichigo, the substitute Shinigami, but he's not done fighting yet.",9.1,213,24,,,"['Masakazu Morita', 'Noriaki Sugiyama', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', 'Kumi Ichiguchi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","News of the intruders' surprising strength spreads among the Shinigami, and the captains are eager for information.",7.9,176,24,,,"['Masakazu Morita', 'Noriaki Sugiyama', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', 'Shigeki Hatakeyama']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Rukia and Chad take on Shurîkâ, a vicious Hollow who's beaten many Shinigami and committed many crimes.",7.9,261,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Hiroki Yasumoto', 'Rie Kugimiya']","['Noriyuki Abe', 'Kazunori Mizuno']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","In the midst of their battle, Ichigo finds out that Uryû is a Quincy, a group with a long-standing rivalry with Shinigamis.",8.2,204,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']",['Noriyuki Abe']
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Hinamori recalls her days at the Shinigami Academy (Shin'ôreijutsin), where she met and trained in the World of the Living.",7.6,153,23,,,"['Fumiko Orikasa', 'Kentarô Itô', 'Kumi Sakuma', 'Takahiro Sakurai']","['Noriyuki Abe', 'Kôji Aritomi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Kûkaku Shiba's plan is to catapult Ichigo and the others over the walls of the Seireitei with her very own creation, the Flower Crane Cannon.",7.6,182,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Akira Iwanaga']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","When television hero Don Kan'onji schedules a live recording of his hit show ""Spirit Hunter"" at a local abandoned hospital, Ichigo is surprised to see that an actual demi-Hollow is being summoned for the show.",7.4,216,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', 'Kazunori Mizuno']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo fights Renji Abarai, a lieutenant from the Soul Society. When it looks like Ichigo might win, Byakuya Kuchiki steps in and deals a fierce blow?",8.5,227,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', ""Shin'ichirô Miki""]","['Noriyuki Abe', 'Kazunori Mizuno']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","After defeating Captain Hitsugaya, Captain Aizen heads for the Execution Grounds. Renji is dumbfounded as he finds himself facing Captains Aizen, Ichimaru, and Tôsen at Sokyoku hill.",8.9,176,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', ""Shin'ichirô Miki""]","['Noriyuki Abe', 'Akira Shimizu']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo runs into Rukia at school, where she's posing as a transfer student. Now that he's got most of her powers, she wants him to take over her Shinigami duties?",7.7,325,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","In order to prove how useless Shinigamis are, Uryû releases bait to draw Hollows to their town. Whoever gets rid of the most wins the challenge.",7.9,209,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Kôji Aritomi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Captain Kurotsushi decides that rather than kill Ishida, he wishes to capture him and study his distinctive Quincy abilities.",8.7,181,23,,,"['Noriaki Sugiyama', 'Ryûsei Nakao', 'Toshiyuki Morikawa', 'Rie Kugimiya']","['Noriyuki Abe', 'Kazunori Mizuno']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Chad, Ichigo's friend and classmate, brings a cursed bird to school that is really the soul of a young boy who lived a tragic life.",7.8,271,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Hiroki Yasumoto', 'Toshiyuki Morikawa']","['Noriyuki Abe', 'Takuji Kimura']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","As Rukia Kuchiki is being lead to her execution, she is stopped by the ever-devious Gin Ichimaru. Just when Rukia has prepared herself for death, her concentration is broken by Gin's offer to let her live..",8.7,159,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Satsuki Yukino', 'Masaaki Tsukada']","['Noriyuki Abe', 'Akira Shimizu']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","In the Soul Society, Rukia learns that in 25 days, she'll be taken to the Central Execution Grounds to face her punishment.",8.4,214,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Takuji Kimura']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Rukia worries that news of Ichigo's battle with Menos Grande will attract the attention of the Soul Society.,7.5,199,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Chiaki Kon']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo and crew defeat the giant, but their entrance into the Seireitei is nowhere near smooth sailing.",7.5,186,24,,,"['Masakazu Morita', 'Noriaki Sugiyama', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', 'Kôji Aritomi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Lying weak with sword wounds on the ground, Ichigo is greeted by a vision of an embodied version of his zanpaku-to.",8.9,205,23,,,"['Masakazu Morita', 'Fumihiko Tachiki', 'Hisayo Mochizuki', 'Nobuyuki Hiyama']",['Noriyuki Abe']
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","On the anniversary of his mother's death, Ichigo intends to take the day off from Shinigami duties and visit her grave with the rest of his family.",7.8,237,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Yuki Matsuoka', 'Toshiyuki Morikawa']","['Noriyuki Abe', 'Shigeki Hatakeyama']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo learns that not all souls pass peacefully to the Soul Society. Some linger, only to become Hollows.",7.7,290,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Yuki Matsuoka', 'Junko Noda']","['Noriyuki Abe', 'Shigeki Hatakeyama']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Renji and Ichigo engage in battle?,8.5,194,24,,,"['Masakazu Morita', 'Fumiko Orikasa', ""Shin'ichirô Miki"", 'Kiyoyuki Yanada']","['Noriyuki Abe', 'Kazunori Mizuno']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","An arrogant, boar-riding bully named Ganju challenges Ichigo and friends to a fight?",7.7,187,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Kazunori Mizuno']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Ichigo completes lesson three of Urahara's training and learns the name of his zanpaku-to.,8.2,205,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Shigeki Hatakeyama']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Ganju and Hanatarô continue toward the Senzaikyu to save Rukia.,8.3,183,23,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Shirô Saitô', 'Fumihiko Tachiki']","['Noriyuki Abe', 'Ryô Miyata']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","While Renji hurries to get Rukia out of harm's way, Ichigo stays behind to hold off Byakuya Kuchiki.",8.3,148,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Satsuki Yukino', 'Masaaki Tsukada']","['Noriyuki Abe', 'Mitsutaka Noshitani']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Word of Renji's defeat spreads, and all-out war is declared against the ryoka.",8.0,178,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Masaaki Tsukada', 'Ryôtarô Okiayu']","['Noriyuki Abe', 'Kôji Aritomi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo faces Gurando fisshâ, a Hollow that uses a lure in the shape of a girl?",8.1,236,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Yuki Matsuoka', 'Toshiyuki Morikawa']","['Noriyuki Abe', 'Takuji Kimura']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",The fierce battle between Ichigo and Captain Byakuya rages on. Ichigo taunts Byakuya and demands that he use his Bankai against him...,8.9,178,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']",['Noriyuki Abe']
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Orihime decides that the quickest way to get to Rukia is for she and Ishida to disguise themselves as Shinigami.,8.0,167,23,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Yuki Matsuoka']","['Noriyuki Abe', 'Akira Iwanaga']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo, Ganju and Hanatarô climb the great staircase of the Senzaikyu--the White Tower--only to sense an unprecedented amount of reiatsu.",8.5,188,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Shirô Saitô', 'Show Hayami']","['Noriyuki Abe', 'Shigeki Hatakeyama']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Rukia's execution begins as Ichigo and the others are rushing to Sookyoku Hill in an attempt to stop the ceremony.,9.1,215,25,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Kumi Ichiguchi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","In her holding cell, Rukia has a dream that she believes is to help her prepare for the next day's events.",8.2,154,23,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Satsuki Yukino', ""Shin'ichirô Miki""]","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo and his friends have returned from the Soul Society and are finally able to get back to their ""normal"" lives.",7.0,120,26,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Mitsutaka Noshitani']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo, Chad, Ishida and Orihime concentrate on controlling their spirit energy for their flight into the Seireitei.",7.6,182,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Akira Shimizu']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Central 46 is the highest judicial body in the Soul Society. After breaking into Central 46, Captain Hitsugaya and Vice-Captain Matsumoto discover that the forty Sages and six Judges were slaughtered days earlier.",8.7,168,24,,,"['Fumiko Orikasa', 'Show Hayami', 'Kôji Yusa', 'Romi Pak']","['Noriyuki Abe', 'Kumi Ichiguchi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Ichigo is unaware that one of his classmates, Uryû Ishida, possesses spiritual power of his own.",7.7,210,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Orihime and Ishida, dressed as Shinigami, are offered help by Squad 12, but Ishida quickly realizes that the jig is up and the offer is a trap.",8.3,165,23,,,"['Noriaki Sugiyama', 'Yuki Matsuoka', 'Ryûsei Nakao', 'Rie Kugimiya']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Fifteen-year-old Ichigo Kurosaki has the uncanny ability to see ghosts, but that seems pretty run-of-the-mill once Shinigami Rukia Kuchiki enters his life.",7.7,431,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Toshiyuki Morikawa', 'Rie Kugimiya']",['Noriyuki Abe']
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Hanataro leads Ichigo and Ganju toward the Repentance Cell where Rukia is being held?,8.1,180,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Summer vacation begins, but it's all work for Ichigo, who starts training with Urahara in order to enter the Soul Society and save Rukia.",8.1,204,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Akira Shimizu']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Chad's journey to the Senzaikyu is interrupted by the captain of Squad 8.,8.1,172,24,,,"['Masakazu Morita', 'Hiroki Yasumoto', 'Akio Ôtsuka', 'Hitomi Nabatame']","['Noriyuki Abe', 'Kazunori Mizuno']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".",8.1,46537,24,,,"['Johnny Yong Bosch', 'Michelle Ruff', 'Stephanie Sheh', 'Jamieson Price']",
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Yoruichi trains Ichigo in the finer points of using his zanpaku-to...,7.8,158,23,,,"['Masakazu Morita', 'Noriaki Sugiyama', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', 'Kazunobu Shimizu']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","While Renji is going to save Rukia from her execution, he encounters Byakuya who is trying make the execution happens at any cost.",8.9,188,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Takayuki Sugô', 'Ryôtarô Okiayu']","['Noriyuki Abe', 'Kôji Aritomi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Sensing great reiatsu near the Repentance Cell, Ichigo defies Yoruichi's orders and flees to assist Ganju and Hanatarô.",8.7,199,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Shirô Saitô', 'Satsuki Yukino']","['Noriyuki Abe', 'Kôji Aritomi']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","In the world of the living, Don Kanonji tries to up the ratings of his television show by recruiting Kon as the mascot of his show.",6.1,142,23,,,"['Shigeru Chiba', 'Fumiko Orikasa', 'Mitsuaki Madono', 'Rie Kugimiya']","['Noriyuki Abe', 'Shigeki Hatakeyama']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Peace returns as the Soul Society recuperates from the deep wounds left by the treachery of Captain Aizen and his partners in crime. Captain Komamura and Lieutenant Hisagi visit the graves of fallen comrades...,7.9,147,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Shigeki Hatakeyama']"
