title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Havoc,2022,,"['Action', 'Thriller']","The story is set after a drug deal gone wrong, when a bruised detective must fight his way through a criminal underworld to rescue a politician's estranged son, while unraveling a deep web ...",,,,,,"['Tom Hardy', 'Timothy Olyphant', 'Forest Whitaker', 'Jessie Mei Li']",['Gareth Evans']
Hawaii Five-0,2010,2020,"['Action', 'Crime', 'Drama']",Steve McGarrett returns home to Oahu in order to find his father's killer; The Governor offers him the chance to run his own task force - Five-0.,7.3,68627,42,,,"[""Alex O'Loughlin"", 'Scott Caan', 'Taylor Wily', 'Daniel Dae Kim']",
Hayop Ka!,2020,,"['Animation', 'Comedy', 'Romance']","In this adult animation, perfume sales cat Nimfa is torn between her macho askal boyfriend and a charming, philandering business dog.",7.1,181,73,,,"['Angelica Panganiban', 'Robin Padilla', 'Sam Milby', 'Empoy Marquez']",['Avid Liongoren']
Hazel Brugger: Tropical,2020,,['Comedy'],"In this stand-up special, comedian Hazel Brugger offers her breezy takes on unruly geese, chatty gynecologists, German bank loans and more.",6.4,378,58,,TV Special,['Hazel Brugger'],['J. Patrick Arbeiter']
Hazz Said,2012,,"['Comedy', 'Drama']","The story is about a young man struggle to marry, then he find himself engage the Egyptian revolution.",5.2,81,102,,,"['Ahmed Eid', 'Mayy Kassab']",['Tarek Abd Elmoaty']
He Walked by Night,1948,,"['Crime', 'Film-Noir', 'Thriller']","This film-noir piece, told in semi-documentary style, follows police on the hunt for a resourceful criminal who shoots and kills a cop.",7.1,5451,79,,,"['Richard Basehart', 'Scott Brady', 'Roy Roberts', 'Whit Bissell']","['Alfred L. Werker', 'Anthony Mann']"
He Who Dares,2014,,"['Action', 'Crime', 'Thriller']","A group of ruthless masked terrorists kidnap the Prime Ministers daughter, fortifying themselves in an underground car park rigged with explosives. A crack SAS team are sent in and must take the building one level at a time.",3.1,983,82,,,"['Tom Benedict Knight', 'Simon Phillips', 'Christina Bellavia', 'Ewan Ross']",['Paul Tanter']
He's All That,2021,,"['Comedy', 'Romance']","A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That'.",,,,,,"['Rachael Leigh Cook', 'Tanner Buchanan', 'Madison Pettis', 'Addison Rae']",['Mark Waters']
He-Man and the Masters of the Universe,2021,Ongoing,"['Animation', 'Action', 'Adventure']","Eternia's Prince Adam discovers the power of Grayskull and transforms into He-Man, Master of the Universe. A reimagining of the classic animated series.",,,,,,,
He-eo-jin Da-eum-nal,2016,,['Fantasy'],"The singer of an indie band has to save his girlfriend from a dark destiny, despite his constant memory gaps.",6.9,519,,,,"['Gi-du Kim', 'Myung-Soo Kim', 'So-hee Yoon']",
Headspace Guide to Sleep,2021,,"['Documentary', 'Animation']","Learn how to sleep better with Headspace. Each episode unpacks misconceptions, offers friendly tips and concludes with a guided wind-down.",6.8,279,,,,,
Headspace: Guide to Meditation,2021,,"['Documentary', 'Animation']","Over the course of eight animated episodes, Andy Puddicombe—former Buddhist monk and co-founder of the globally beloved Headspace meditation app—takes viewers through the benefits and science behind meditation.",8.5,1259,173,,,['Andy Puddicombe'],
Headspace: Unwind Your Mind,2021,,"['Documentary', 'Animation']","Do you want to relax, meditate or sleep deeply? Personalize the experience according to your mood or mindset with this Headspace interactive special.",7.6,46,15,,,"['Andy Puddicombe', 'Evelyn Lewis Prieto', 'Ginger Daniels', 'Darren Pettie']",
Hear No Evil,2014,,['Drama'],A deaf high school student has her hearing restored suddenly and her family finds out that she can hear more than just people.,7.0,135,90,,,"['Jahnee Wallace', 'Jill Marie Jones', 'Richard T. Jones', 'Jackie Long']",['Russ Parr']
Heart & Soul,2020,,['Drama'],"At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs.",4.2,6,25,,,"['Chioma Adibe', 'Ademola Amoo', 'Odun Ayo', 'Phoenix Ezendu']",
Heart of Invictus,2022,Ongoing,"['Documentary', 'Sport']",,,,,,,['Prince Harry'],['Orlando von Einsiedel']
Heart of Invictus,2022,Ongoing,"['Documentary', 'Sport']","Follow a group of competitors, from around the globe, all service members who have suffered life-changing injuries or illnesses, on their road to the Invictus Games The Hague",,,,,,['Prince Harry'],
Heart of Stone,,,"['Action', 'Crime', 'Thriller']",Plot kept under wraps. Described as a spy thriller.,,,,,II,['Gal Gadot'],['Tom Harper']
Heartbeats,2017,,"['Comedy', 'Drama', 'Music']","A young American college student with dreams of being a professional dancer travels to India with her family for a week long Indian wedding and falls in love -- both with a new style of dance, and with a young man who introduces it to her.",5.4,761,107,,,"['Krystal Ellsworth', 'Amitash Pradhan', 'Daphne Zuniga', 'Paul McGillion']",['Duane Adler']
Heartbreak High,2022,Ongoing,"['Drama', 'Romance']","Plot Unknown, Reboot of 'Heartbreak High'.",,,,,,,
Heartbreak High,1994,1999,"['Drama', 'Romance']","The series based on the lives of a group of students who attend the fictional Hartley High School in Sydney. Praised for its willingness to tackle gritty issues, from drugs to romance to ...",7.8,2870,50,,,"['Callan Mulvey', 'Lara Cox', 'Emma Roche', 'Ada Nicodemou']",
Heartland,2007,Ongoing,"['Drama', 'Family']","A multi-generational saga set in Alberta, Canada and centered on a family getting through life together in both happy and trying times.",8.4,11764,45,,II,"['Amber Marshall', 'Shaun Johnston', 'Michelle Morgan', 'Graham Wardle']",
Heartstopper,,,"['Drama', 'Romance']",,,,,,,"['Kit Connor', 'Sebastian Croft', 'Joe Locke', 'Yasmin Finney']",['Euros Lyn']
Heartstopper,,,"['Drama', 'Romance']","Charlie, a highly strung, openly gay over-thinker, and Nick, a cheerful soft-hearted rugby player, meet at a British all-boys grammar school. Friendship blooms quickly, but could there be ...",,,,,,"['Corinna Brown', 'Kit Connor', 'Sebastian Croft', 'Tobie Donovan']",
Heartstopper,,,"['Drama', 'Romance']",,,,,,,,['Euros Lyn']
Heartthrob,2017,,"['Drama', 'Romance', 'Thriller']","Shy Henry is overjoyed to fall into an unexpected romance with gorgeous and popular Samantha the summer after high school graduation. When Henry's love spirals into twisted obsession, Samantha pulls back.",5.4,2536,86,,,"['Aubrey Peeples', 'Keir Gilchrist', 'Peter Facinelli', 'Jimmy Bennett']",['Chris Sivertson']
Heaven Official's Blessing,2020,Ongoing,['Animation'],"Eight hundred years ago, Xie Lian was the Crown Prince of the Xian Le kingdom. He was loved by his citizens and was considered the darling of the world. He ascended to the Heavens at a ...",8.4,781,,,,['Guangtao Jiang'],
Heaven Sent,2015,,"['Drama', 'Fantasy']","Good Samaritan Sarah Fitzpatrick has a fatal accident just before Christmas, and finds herself in the lobby before the gates of Heaven. Certain that she will be let in, she is shocked to ...",5.5,1714,88,,,"['Lindsey Gort', 'Derek Theler', 'Melanie Liburd', 'Jeremy Luke']","['Edmund Entin', 'Gary Entin']"
Heaven's Forest,,,"['Animation', 'Action', 'Drama']","An Indo-futuristic world, with storyline and characters inspired by the Indian mythology of the Ramayana.",,,,,,,
Heaven's Wedding Gown,2004,2005,['Drama'],"It was with much difficulty that Ai-Ching (Cyndi Wang) was able to save enough money and arrive in her dream place, Paris. As a result, she was extremely happy about this. At the same time,...",6.2,21,47,,,"['Cyndi Wang', 'Leon Jay Williams', 'Ming-Dow', 'Li-Chun Tsai']",
Heavy Rescue: 401,2016,Ongoing,['Documentary'],"When winter hits, the heavy recovery operators of Southern Ontario fight to clear wrecks and keep drivers moving on the busiest stretch of highway in the world. Up to 400,000 vehicles ...",7.0,279,46,,,"['Dave Pettitt', 'Kerry Schmidt', 'Gary Vandenheuvel', 'Collin Vandenheuvel']",
Hector,2015,,['Drama'],"Hector has been living on the motorways for years. His once comfortable family life has been replaced by a never-ending tour of service stations that offer him shelter, anonymity, washing ...",6.9,1619,87,,,"['Peter Mullan', 'Keith Allen', 'Natalie Gavin', 'Sharon Rooney']",['Jake Gavin']
Heebie Jeebies,2013,,['Horror'],"When a haunted gold mine is reopened after a 150 years, a horrific supernatural creature escapes to exact vengeance on a small Southern town.",3.4,486,85,,TV Movie,"['Robert Belushi', 'Cathy Shim', 'Michael Badalucco', 'Lucille Soong']",['Thomas L. Callaway']
Hei wong ji wong,2007,,['Comedy'],"When undercover cops start losing their lives to drug lords who blame their demise on ""poor acting"", the Police Force counters by sending Hong Kong's Finest to acting school.",5.3,247,120,,,"['Sui-man Chim', 'Charlene Choi', 'Fai-Hung Chan', 'Fruit Chan']","['Hing-Ka Chan', 'Patrick Leung']"
Heisei tanuki gassen ponpoko,1994,,"['Animation', 'Comedy', 'Drama']",A community of magical shape-shifting raccoon dogs struggle to prevent their forest home from being destroyed by urban development.,7.3,27073,119,,,"['Shinchô Kokontei', 'Makoto Nonomura', 'Yuriko Ishida', 'Norihei Miki']",['Isao Takahata']
Heist,2021,Ongoing,"['Documentary', 'Crime', 'Mystery']",Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.,6.8,846,41,,,"['William Guirola', 'Megan Barlow', 'Scott Bender', 'Jonny Carlson']",
Heist,2015,,"['Action', 'Crime', 'Drama']","A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus.",6.1,28949,93,,III,"['Robert De Niro', 'Jeffrey Dean Morgan', 'Dave Bautista', 'Kate Bosworth']",['Scott Mann']
Hell and Back,2015,,"['Animation', 'Adventure', 'Comedy']",Two best friends set out to rescue their pal after he's accidentally dragged to hell.,5.4,4823,86,0.16,,"['Nick Swardson', 'Mila Kunis', 'Bob Odenkirk', 'T.J. Miller']","['Tom Gianas', 'Ross Shuman']"
Hell and Back Again,2011,,"['Documentary', 'Action', 'History']",What does it mean to lead men in war? What does it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and ...,6.5,2236,88,0.04,,"['Nathan Harris', 'Ashley Harris', 'The Marines of Echo Company', 'Christian Cabaniss']",['Danfung Dennis']
Hell on Wheels,2011,2016,"['Drama', 'Western']","The Civil War is past, but former Confederate soldier Cullen Bohannon can't put it behind him. Fresh are the memories of the death of his wife, killed at the hands of the Union soldiers, an act that sets him on a course of revenge.",8.3,48854,42,,,"['Anson Mount', 'Colm Meaney', 'Robin McLeavy', 'Phil Burke']",
Hell or High Water,2016,,"['Action', 'Crime', 'Drama']",A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,7.6,211816,102,26.86,II,"['Chris Pine', 'Ben Foster', 'Jeff Bridges', 'Gil Birmingham']",['David Mackenzie']
Hell's Kitchen,2005,Ongoing,"['Game-Show', 'Reality-TV']","World renowned chef Gordon Ramsay puts aspiring young chefs through rigorous cooking challenges and dinner services at his restaurant in Hollywood, ""Hell's Kitchen"".",7.1,19419,42,,,"['Gordon Ramsay', 'Jean Philippe Susilovic', 'Scott Leibfried', 'Jason Thompson']",
Hellions,2015,,"['Drama', 'Horror', 'Thriller']",A teenager must survive a Halloween night from Hell when malevolent trick-or-treaters come knocking at her door.,4.2,3083,80,,,"['Chloe Rose', 'Rachel Wilson', 'Rossif Sutherland', 'Peter DaCunha']",['Bruce McDonald']
Hello America,,,['Sci-Fi'],"After America's financial collapse and its people's abandonment, a group of pioneers journey through a ravaged wasteland to return to the ""New World"" as a leader plans to unleash his nuclear arsenal against anyone who threatens his power.",,,,,,,
Hello Ninja,2019,Ongoing,"['Animation', 'Action', 'Adventure']","When Wesley puts his hands together, bows to his reflection and says the words, ""Hello, Ninja"" his surroundings instantly transform into an enchanting Ninja world.",6.6,98,,,,"['Lukas Engel', 'Mayumi Yoshida', 'Jay Britton', 'Zoey Siewert']",
"Hello, Privilege. It's Me, Chelsea",2019,,['Documentary'],Chelsea Handler explores explores how white privilege impacts American culture and the ways it's benefited her life and career.,4.4,1862,64,,TV Movie,"['Chelsea Handler', 'Melina Abdullah', 'Jody David Armour', 'W. Kamau Bell']",['Alex Stapleton']
"Hello, Universe",,,['Family'],"When a bully's antics land a timid boy in the bottom of a well, his self-proclaimed psychic friend and unknowing crush team up to find him.",,,,,,,
Hellsing Ultimate,2006,2012,"['Animation', 'Action', 'Fantasy']","The vampire Alucard, his master Sir Integra Fairbrook Wingates Hellsing, and his newly sired ward Seras Victoria, try to protect England from a war-crazed SS-Major who seeks to start an eternal war with his vampire army.",8.3,20818,50,,,"['Katie Gray', 'Crispin Freeman', 'Victoria Harwood', 'Ralph Lister']",
Hemlock Grove,2013,2015,"['Drama', 'Fantasy', 'Horror']","Secrets are just part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight.",7.1,37861,46,,,"['Famke Janssen', 'Bill Skarsgård', 'Landon Liboiron', 'Joel de la Fuente']",
Henry Danger,2014,2020,"['Action', 'Comedy', 'Family']","Looking for a part-time job, 13-year-old Henry Hart finds himself helping super hero Captain Man as his sidekick, keeping the secret from his family and friends.",5.7,3933,30,,,"['Jace Norman', 'Cooper Barnes', 'Riele Downs', 'Sean Ryan Fox']",
Henry Gamble's Birthday Party,2015,,['Drama'],Preacher's kid Henry Gamble is turning 17 today. Bring your swimsuit.,6.1,2753,87,,,"['Cole Doman', 'Joe Keery', 'Elizabeth Laidlaw', 'Pat Healy']",['Stephen Cone']
Her Infidelity,2015,,"['Drama', 'Thriller']","It's all fun and games when an attractive new male teacher comes to town. That is, until a lonely housewife discovers he is really a mentally deranged psychopath, after she mistakingly had a fling with him one night.",3.6,521,83,,TV Movie,"['Rachel Hunter', 'Clayton James', 'Lane Edwards', 'Miranda Frigon']",['Christie Will Wolf']
Here Comes the Flood,,,"['Drama', 'Romance']","Plot kept under wraps. Described as a character-driven, romance-heist movie.",,,,,,,['Jason Bateman']
Here to Heart,2018,Ongoing,"['Drama', 'Romance']","After ten years of separation, a man and a woman struggle to rebuild their relationship.",7.4,173,,,,"['Hans Zhang', 'Janine Chun-Ning Chang', 'Chao Jing', 'Zhou Qi Qi']",
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']",The SSC's new director has his own ideas about how to operate the organization. Eddy's research turns up a lead: former scientist William Herst.,6.7,13,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']","While on the run from the SSC, James and Tina are deliberately hit by a truck. Looking for answers, James makes contact with Anna Winehouse.",6.7,10,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']","Harry leads a team into assaulting the supposedly secure SSC safe house where Tina and James are holed up. Somehow, SSC must have been compromised.",6.6,10,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']","With Eddy's help, James tries to infiltrate the site where Tina is being held. Connor tells Tina about her family's involvement with the masks.",6.8,9,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']","James hands Connor over to Wyatt. In custody, Connor maintains his silence until Anna asks to question him herself.",6.6,9,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']",Anna tells Tina about the research that preceded her birth. William Herst regains consciousness. Coates meets with a mysterious individual.,6.9,9,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']","Waiting for her father, Tina looks at Anna's old pictures of her parents. Wyatt and Eddy work together to find Gary Evans and stumble into an ambush.",6.7,9,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']","Coates puts out a warrant on Evans. James, Anna, Tina and Herst try to escape the hospital via helicopter, but Connor is already inside.",6.9,8,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']","Connor and Creighton break into Herst's house to get to Tina. William fails to hold them off, but James and Wyatt show up to confront the intruders.",6.1,14,24,,,"['Greg Chun', 'Kayli Mills', 'Landon McDonald', 'Cam Clarke']",['Hiroyasu Aoki']
Hero Mask,2018,2019,"['Animation', 'Action', 'Crime']",Detective James Blood investigates a string of grisly crimes all involving a mysterious mask.,6.2,602,25,,,"['Greg Chun', 'Landon McDonald', 'Cam Clarke', 'Brad Venable']",
Heroin(e),2017,,"['Documentary', 'Short']",Three women fight to break the cycle one life at a time.,6.8,2441,39,,,"['Jan Rader', 'Patricia Keller', 'Necia Freeman', 'Najah Menapace']",['Elaine McMillion Sheldon']
Herushingu,2001,2002,"['Animation', 'Action', 'Fantasy']","A British taskforce, lead by the daughter of the vampire hunter Prof. Van Helsing, battles the supernatural with the aid of two vampires.",7.9,15227,23,,,"['Jôji Nakata', 'Yoshiko Sakakibara', 'Fumiko Orikasa', 'Steven Brand']",
Heukgisa,2017,Ongoing,"['Fantasy', 'Romance']",Pure man who accepts a dangerous destiny for the woman he loves. It is a love story that spans over two hundred years. Moon Soo Ho is a businessman with a pure heart braves danger for his ...,6.0,348,,,,"['Mi-hee Chang', 'Seo Ji-hye', 'Rae-won Kim', 'Sung-Hoon Park']",
Hey Duggee,2014,Ongoing,"['Animation', 'Family']","Duggee looks after the Squirrels, who earn different badges on their adventures.",8.9,881,7,,,"['Alexander Armstrong', 'Jasmine Bartholomew', 'Alfie Sanderson', 'Poppie Boyes']",
"Hi Bye, Mama!",2020,Ongoing,"['Comedy', 'Drama', 'Fantasy']",It's the story of a mother who died and begins a 49-day long project of reincarnation and a husband who has barely begun to live a new life after overcoming the pain of losing his wife.,8.0,1215,70,,,"['Kim Tae-hee', 'Kyoo-hyung Lee', 'Ko Bo-Gyeol', 'Seo Woo-Jin']",
Hi-5 House,2013,Ongoing,['Family'],"Join your favourite Hi-5 friends in a brand new adventure as they welcome you into their Hi-5 House - it's the place to be... and it's where dreams really can come true! Lauren, Stevie, ...",8.1,23,22,,,"['Ellen Wright Folan', 'Tanika Anderson', 'Lauren Brant', 'Mary Lascaris']",
Hiacynt,2021,,"['Crime', 'Drama']","A criminal story set in the 1980s. Robert, a young policeman ""out of principle"", finds a serial gay killer. In the course of the investigation, he meets Arek. She decides to use him as an ...",,,106,,,"['Adrianna Chlebicka', 'Tomasz Zietek', 'Hubert Milkowski', 'Tomasz Schuchardt']",['Piotr Domalewski']
Hibana,2016,,['Drama'],A young Manzai comedian in Tokyo has an electrifying encounter with a senior comedian who is a genius with unique comedy philosophy who drives his determination and inspires his creativity.,7.8,678,60,,,"['Kento Hayashi', 'Kazuki Namioka', 'Masao Yoshii', 'Nahana']",
Hidden Worlds,2018,,['Drama'],"While investigating an actress's supposed suicide and her connection to the mafia, a veteran journalist discovers that corruption runs deep.",7.2,471,,,,"['Nizar Nasser Seif', 'Seif Zahran', 'Khaled Anwar', 'Bushra']",
Hide & Seek,2010,,"['Drama', 'Horror', 'Thriller']",Five former friends are abducted and held in a locked mall by a person dressed as Santa Claus.,4.2,230,105,,,"['Purab Kohli', 'Arjan Bajwa', 'Mrinalini Sharma', 'Ayaz Khan']",['Shawn Arranha']
High Flying Bird,2019,,"['Drama', 'Sport']","During a pro basketball lockout, a sports agent pitches a rookie basketball client on an intriguing and controversial business proposition.",6.2,8041,90,,,"['André Holland', 'Melvin Gregg', 'Eddie Tavares', 'Farah Bala']",['Steven Soderbergh']
High School DxD,2012,2018,"['Animation', 'Action', 'Comedy']","After being killed on his first date, idiotic and perverted Issei Hyodo is resurrected as a demon by Rias Gremory only to be recruited into her club of high-class devils.",7.6,8085,23,,,"['Yûki Kaji', 'Yôko Hikasa', 'Azumi Asakura', 'Shizuka Itô']",
High Score,2020,,"['Documentary', 'History']","Inspired by Dungeons and Dragons, adventure and role-playing computer games introduce unprecedented levels of choice and complexity to players.",6.3,520,40,,,"['Charles Martinet', 'Ken Williams', 'Roberta Williams', 'Richard Garriott']","['William Acks', 'France Costrel', 'Sam LaCroix']"
High Score,2020,,"['Documentary', 'History']","Nintendo goes 3D with Star Fox. Wolfenstein 3D popularizes the first-person shooter format, while Doom ups the ante with networked gaming.",7.7,374,37,,,"['Charles Martinet', 'John Romero', 'Dylan Cuthbert', 'Giles Goddard']","['William Acks', 'France Costrel', 'Sam LaCroix']"
High Score,2020,,"['Documentary', 'History']","Street Fighter and Mortal Kombat give rise to head-to-head fighting genre, but the increasing graphic violence in games brings controversy.",7.5,392,43,,,"['Charles Martinet', 'Akira Nishitani', 'Akira Yasuda', 'John Tobias']","['William Acks', 'France Costrel', 'Sam LaCroix']"
High Score,2020,,"['Documentary', 'History']","A Japanese playing card company called Nintendo enters gaming and hits it big with Donkey Kong, then later takes over home gaming with the NES.",7.7,497,43,,,"['Charles Martinet', 'Hirokazu Tanaka', 'Gail Tilden', 'Jeff Hansen']","['William Acks', 'France Costrel', 'Sam LaCroix', 'Melissa Wood']"
High Score,2020,,"['Documentary', 'History']","Space Invaders and Pac-Man lead an arcade craze, while Atari's cartridge system dominates home gaming until high-profile failure sparks a downfall.",7.5,567,46,,,"['Charles Martinet', 'Tomohiro Nishikado', 'Rebecca Ann Heineman', 'Doug Macrae']","['William Acks', 'France Costrel', 'Sam LaCroix']"
High Score,2020,,"['Documentary', 'History']","Traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life.",7.4,6851,252,,,"['Charles Martinet', 'Rebecca Ann Heineman', 'Nolan Bushnell', 'Tom Kalinske']",
High Score,2020,,"['Documentary', 'History']","Sega's Genesis console and its speedy character, Sonic, hit the market. Electronic Arts kicks off a partnership with football legend John Madden.",7.4,420,41,,,"['Charles Martinet', 'Tom Kalinske', 'Hirokazu Yasuhara', 'Naoto Ohshima']","['William Acks', 'France Costrel', 'Sam LaCroix']"
High Strange New Mexico,1997,,['Documentary'],"Starting from the premise that New Mexico holds a unique place in the annals of UFO history, journalist Anthony DellaFlora and documentary filmmaker James Lujan delve into the state's ...",7.5,7,112,,,,['James Lujan']
High in the Clouds,2022,,"['Animation', 'Adventure', 'Comedy']",A squirrel embarks on a journey to find an animal sanctuary.,,,,,,,['Timothy Reckart']
High on the Hog: How African American Cuisine Transformed America,2021,,"['Documentary', 'History']","Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries.",7.7,501,210,,,"['Stephen Satterfield', 'Gabrielle E.W. Carter', 'Jessica B. Harris', 'Romauld Hazoume']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']","A new mask and a new, maybe, a new hope.",7.2,97,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']","While Nise is dealing with something on her own and she wont tell it to Yuri, Sniper Mask and Kuon keeps following them, getting more and more close.",7.1,89,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']",A new alliance is born and a lot of secrets about this realm are unveiled.,7.2,105,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']",Yuri Honjo finds herself in a world filled by Masks and composed just by skyscrapers connected to one another with rope bridges and there is no way to go to the ground. What will she do? There will be a way out?,7.0,127,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']",Yuri meets again a Mask and a new friendship forms. She also find out a new and very important information about this realm.,6.9,110,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Yuichiro Umehara', 'Clifford Chapin']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']",Does Yuri reaches the Mouthless Mask or will she be stopped? In the meantime Rika and his group tries to reunite with Rikuya Yoshida but there is an obstacle in the way.,7.2,89,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']","The end of a clash, the beginning of a war.",7.4,110,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Yuichiro Umehara', 'Akira Sekine']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']",Yuri is really upset after hearing that her brother was kidnapped. She is loosing her reason. In the meantime Rika meets Swimmer Mask's master.,7.1,87,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']",What will happens to Nise? Will she and Yuri solve the situation? In the meantime Rika and Kuon gathers a lot of information.,7.3,96,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']","Rika gets interrogated by Yayoi, will he able to not tell everything? Sniper Mask starts to have problems with his mask.",7.7,88,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']","High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey.",6.7,1836,25,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Yuichiro Umehara', 'Zeno Robinson']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']",The preparation for the war.,7.4,83,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']","Aikawa starts moving, preparing to fight. In the meantime Yuri's group becomes complete.",7.6,86,,,,"['Haruka Shiraishi', 'Shiki Aoki', 'Junya Enoki', 'Yuichiro Umehara']",
Highland: Thailand's Marijuana Awakening,2017,,['Documentary'],"Thailand's complicated history with marijuana continues to play a role in its policies and laws, as well as the health and security of its citizens.",6.2,22,,,,['Sebastian Perry'],
Highway of Tears,2015,,['Documentary'],"""Highway of Tears"" is about the missing or murdered women along a 724 kilometer stretch of highway in northern British Columbia. None of the 18 cold-cases had been solved since 1969, until ...",7.2,114,79,,,"['Nathan Fillion', 'Terry Teegee', 'Mavis Erickson', 'Mary Teegee']",['Matt Smiley']
Higurashi no naku koro ni,2006,,"['Animation', 'Drama', 'Horror']",The story of a group of young friends and the mysterious events that occur in the rural village of Hinamizawa.,7.9,5045,24,,,"['Rebecca Forstadt', 'Megan Hollingshead', 'John Snyder', 'Sôichirô Hoshi']",
Higurashi: When They Cry - GOU,2020,2021,"['Animation', 'Drama', 'Horror']","Keiichi Maebara is in his new home in the peaceful Hinamizawa village, making friends with girls from school. He's here for a big festival. But something about this town seems off, with that fear what dark secrets can this small town hide?",7.1,356,,,,"['Sôichirô Hoshi', 'Yukari Tamura', 'Mai Nakahara', 'Khoi Dao']",
Hija única,2016,,['Drama'],"Delfina lives in New York, but goes to a coastal city in the province of Buenos Aires to visit the tomb of a woman who was identical to her. From this, she begins to recall memories from the past and reflect about it.",5.6,68,112,,,"['Juan Barberini', 'Pablo Chao', 'Stella Gallazzi', 'Francisco Hauser']",['Santiago Palavecino']
