title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Bitten,2014,2016,"['Drama', 'Fantasy', 'Horror']",Elena navigates her life between the human world and the werewolf world as the only female of the species.,7.0,16925,44,,Series,"['Laura Vandervoort', 'Greyston Holt', 'Greg Bryk', 'Steve Lund']",
The World's Most Amazing Vacation Rentals,2021,Ongoing,['Reality-TV'],"With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",6.6,685,,,Series,"['Megan Batoon', 'Jo Franco', 'Luis D. Ortiz', 'Drew Nicholls']",
Johnny Test,2005,Ongoing,"['Animation', 'Action', 'Adventure']","The adventures of average suburban boy Johnny Test, who wittingly plays test subject for his genius twin sisters' various experiments, reluctantly fighting evil villains in the process.",5.1,7357,30,,Series,"['James Arnold Taylor', 'Maryke Hendrikse', 'Lee Tockar', 'Ashleigh Ball']",
Rebecka Martinsson,2017,Ongoing,"['Crime', 'Drama', 'Mystery']",When a childhood friend suddenly dies Rebecka Martinsson returns home to the north of Kiruna. But not everything is what it seems.,7.2,2356,45,,Series,"['Eva Melander', 'Jakob Öhrman', 'Ardalan Esmaili', 'Thomas Oredsson']",
Drop Dead Diva,2009,2014,"['Comedy', 'Drama']","A vapid aspiring model killed in a car crash gets brought back to life as an intelligent, overweight lawyer, hoping to find the meaning of inner beauty.",7.4,18697,60,,Series,"['Brooke Elliott', 'Margaret Cho', 'Kate Levering', 'April Bowlby']",
High-Rise Invasion,2021,Ongoing,"['Animation', 'Action', 'Horror']","High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey.",6.7,1836,25,,Series,"['Haruka Shiraishi', 'Shiki Aoki', 'Yuichiro Umehara', 'Zeno Robinson']",
La casa de las flores,2018,2020,"['Comedy', 'Drama']",A wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.,7.6,7172,60,,Series,"['Cecilia Suárez', 'Claudette Maillé', 'Dario Yazbek Bernal', 'Juan Pablo Medina']",
Eung-dab-ha-ra 1988,2015,2016,"['Comedy', 'Drama', 'Family']",Follows the lives of 5 families living on the same street in a neighbourhood called Ssangmundong in Seoul. It takes a nostalgic look back at the year 1988.,9.1,4663,90,,Series,"['Hyeri Lee', 'Go Kyung-Pyo', 'Ryu Jun-Yeol', 'Park Bo-Gum']",
Are You the One?,2014,Ongoing,['Reality-TV'],Contestants stay for 10 weeks in a holiday destination to win $1 million and hopefully find love.,6.5,2061,41,,Series,"['Ryan Devlin', 'Terrence Jenkins', 'Lewis Belt', 'Tomas Buenos']",
Dogs of Berlin,2018,Ongoing,"['Action', 'Crime', 'Drama']",A politically sensitive murder forces two disparate detectives into a battle with the Berlin underworld and a confrontation with their own corruption.,7.6,11304,542,,Series,"['Felix Kramer', 'Fahri Yardim', 'Samy Abdel Fattah', 'Mohamed Issa']",
Dash & Lily,2020,Ongoing,"['Comedy', 'Drama', 'Romance']","A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams and desires in the notebook they pass back and forth at locations all across New York City.",7.5,12908,,,Series,"['Austin Abrams', 'Midori Francis', 'Dante Brown', 'Troy Iwata']",
Rebellion,2016,2019,"['Drama', 'History', 'War']",Rebellion is a five part serial drama about the birth of modern Ireland. The story is told from the perspectives of a group of fictional characters who live through the political events of the 1916 Easter Rising.,7.2,3096,258,,Series,"['Michael Ford-FitzGerald', 'Jaelynne Wallace Ruane', 'Jordanne Jones', 'Brian Gleeson']",
Inuyasha,2000,2004,"['Animation', 'Action', 'Adventure']",A teenage girl periodically travels back in time to feudal Japan to help a young half-demon recover the shards of a jewel of great power.,7.9,15149,24,,Series,"['Kappei Yamaguchi', 'Richard Ian Cox', 'Darren Pleavin', 'Satsuki Yukino']",
Gyeongiroun Somun,2020,Ongoing,"['Action', 'Fantasy', 'Horror']","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.",8.2,3546,65,,Series,"['Byeong-gyu Jo', 'Joon-Sang Yoo', 'Se-Jeong Kim', 'Yeom Hye-ran']",
Cidade Invisível,2021,Ongoing,"['Crime', 'Drama', 'Fantasy']",An underground world is inhabited by mythical creatures evolved from a deep lineage of Brazilian folklore. One detective who finds himself caught in a murder investigation that puts him in the middle of a battle between these two worlds.,7.4,4641,60,,Series,"['Luísa Civita', 'Jéssica Córes', 'Samuel de Assis', 'Manuela Dieguez']",
Mine,2021,Ongoing,"['Drama', 'Mystery']","Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy.",7.8,580,70,,Series,"['Lee Bo-young', 'Kim Seo-hyeong', 'Ja-Yeon Ok', 'Hak-Yeon Cha']",
Thomas the Tank Engine & Friends,1984,2021,"['Animation', 'Adventure', 'Comedy']",This series follows the adventures of Thomas the Tank Engine and all of his engine friends on the Island of Sodor.,6.6,4153,11,,Series,"['Michael Angelis', 'Keith Wickham', 'Michael Brandon', 'Kerry Shale']",
Capitani,2019,2020,"['Crime', 'Drama', 'Mystery']","In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.",6.6,3305,312,,Series,"['Luc Schiltz', 'Sophie Mousel', 'Claude De Demo', 'Joe Dennenwald']",
Fate/Zero,2011,2012,"['Animation', 'Action', 'Drama']",Seven chosen mages and their summoned heroic spirits fight against each other to try and win the Holy Grail: a magical device that can grant any wish.,8.3,11162,24,,Series,"['Ayako Kawasumi', 'Kari Wahlgren', 'Sayaka Ôhara', 'Jôji Nakata']",
Yasuke,2021,Ongoing,"['Animation', 'Action', 'Adventure']","He came from Africa and fought alongside a mighty feudal lord in brutal 16th century Japan. They called him the Black Samurai, and he became a legend.",6.2,3807,30,,Series,"['LaKeith Stanfield', 'Maya Tanida', 'William Christopher Stephens', 'Darren Criss']",
Summertime,2020,Ongoing,"['Drama', 'Romance']","A modern love story, set during a summer on the Adriatic coast. An undeniable attraction unites Ale and Summer, two people from very different worlds.",5.5,2111,40,,Series,"['Rebecca Coco Edogamhe', 'Ludovico Tersigni', 'Amanda Campana', 'Andrea Lattanzi']",
Dragons: Race to the Edge,2015,2018,"['Animation', 'Action', 'Adventure']","Unlock the secrets of the Dragon Eye and come face to face with more dragons than anyone has ever imagined as Hiccup, Toothless and the Dragon Riders soar to the edge of adventure.",8.3,5220,22,,Series,"['Jay Baruchel', 'America Ferrera', 'Zack Pearlman', 'Christopher Mintz-Plasse']",
This Is Pop,2021,Ongoing,['Music'],"Uncover the real stories behind your favorite pop songs as this docuseries charts the impact of the festival scene, Auto-Tune, boy bands and more.",6.9,680,44,,Series,"['Jack Casady', 'Ludwig Göransson', 'Hozier', 'Alex James']",
White Gold,2017,2019,['Comedy'],"The story of a double-glazing showroom in Essex in 1983, led by charismatic salesman Vincent who will happily break the rules if it guarantees a sale.",7.4,9957,30,,Series,"['Ed Westwick', 'James Buckley', 'Joe Thomas', 'Linzey Cocker']",
Damnation,2017,2018,"['Crime', 'Drama', 'Western']","An epic saga about the secret history of the 1930s American heartland, centering on the mythic conflict and bloody struggle between big money and the downtrodden.",7.7,7430,60,,Series,"['Logan Marshall-Green', 'Killian Scott', 'Sarah Jones', 'Chasten Harmon']",
Heartbreak High,1994,1999,"['Drama', 'Romance']","The series based on the lives of a group of students who attend the fictional Hartley High School in Sydney. Praised for its willingness to tackle gritty issues, from drugs to romance to ...",7.8,2870,50,,Series,"['Callan Mulvey', 'Lara Cox', 'Emma Roche', 'Ada Nicodemou']",
Raketsonyeondan,2021,Ongoing,"['Comedy', 'Drama', 'Sport']",A city kid is brought to the countryside by his father's new coaching gig; reviving a ragtag middle school badminton team on the brink of extinction.,1.1,25629,80,,Series,"['Kim Sang-kyung', 'Na-ra Oh', 'Tang Joon-sang', 'Sang-Yeon Son']",
The Letter for the King,2020,Ongoing,"['Action', 'Adventure', 'Family']","Tiuri, a teenage squire, answers a call for help that sends him on a perilous mission across the three kingdoms to deliver a secret letter to the King.",5.9,6661,,,Series,"['Amir Wilson', 'Ruby Ashbourne Serkis', 'Thaddea Graham', 'Islam Bouakkaz']",
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, - some by chance and some by force of will.",8.6,23472,49,,Series,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",
Hellsing Ultimate,2006,2012,"['Animation', 'Action', 'Fantasy']","The vampire Alucard, his master Sir Integra Fairbrook Wingates Hellsing, and his newly sired ward Seras Victoria, try to protect England from a war-crazed SS-Major who seeks to start an eternal war with his vampire army.",8.3,20818,50,,Series,"['Katie Gray', 'Crispin Freeman', 'Victoria Harwood', 'Ralph Lister']",
Fast & Furious Spy Racers,2019,Ongoing,"['Animation', 'Action', 'Crime']",A team of teenage street racers are hired to infiltrate a criminal gang.,5.5,1148,23,,Series,"['Tyler Posey', 'Charlet Takahashi Chung', 'Jorge Diaz', 'Luke Youngblood']",
Young Wallander,2020,Ongoing,"['Crime', 'Drama', 'Mystery']",Follow recently graduated police officer Kurt Wallander as he investigates his first case.,6.8,7280,,,Series,"['Adam Pålsson', 'Yasen Atour', 'Leanne Best', 'Richard Dillane']",
Boiseu,2017,2021,"['Action', 'Crime', 'Mystery']",Revolves around an emergency call center and the employees who attempt to fight crime using the limited information they get from the urgent calls they receive.,7.7,1496,60,,Series,"['Lee Hana', 'Eun-seo Son', 'Song Boo-gun', 'Kim Joong-Ki']",
Go-Toubun no Hanayome,2019,Ongoing,"['Animation', 'Comedy', 'Drama']","A poor, straight A student is hired to tutor some rich quintuplets. The story is told as a flashback from a future that shows that he ends up getting married to one of them.",7.6,2691,24,,Series,"['Yoshitsugu Matsuoka', 'Kana Hanazawa', 'Ayana Taketatsu', 'Miku Itou']",
Midnight Mass,2021,Ongoing,"['Drama', 'Horror', 'Mystery']","An isolated island community experiences miraculous events - and frightening omens - after the arrival of a charismatic, mysterious young priest.",,,40,,Series,"['Rahul Abburi', 'Crystal Balint', 'Matt Biedel', 'Annarah Cymone']",
Shaman King,2021,Ongoing,"['Animation', 'Action', 'Adventure']","Shaman King follows the adventures of a 13-year-old shaman and his teammate a samurai warrior spirit, who traverse the world fighting evil spirits and misguided shamans on their journey to be the next Shaman King.",7.7,412,23,,Series,"['Minami Takayama', 'Megumi Hayashibara', 'Yôko Hikasa', 'Katsuyuki Konishi']",
Cowboy Bebop,2021,Ongoing,"['Action', 'Adventure', 'Crime']",A ragtag crew of bounty hunters chases down the galaxy's most dangerous criminals. They'll save the world - for the right price.,,,,,Series,"['John Cho', 'Alex Hassell', 'Daniella Pineda', 'Elena Satine']",
Isekai Mao to Shokan Shojo no Dorei Majutsu,2018,Ongoing,"['Animation', 'Adventure', 'Comedy']",An elite player is summoned by two maidens to save a fantasy game.,7.1,2350,24,,Series,"['Masaaki Mizunaka', 'Yû Serizawa', 'Azumi Waki', 'Jad Saxton']",
World on Fire,2019,Ongoing,"['Drama', 'War']",WWII drama centered on the lives of ordinary people affected by the war.,7.3,4473,57,,Series,"['Jonah Hauer-King', 'Julia Brown', 'Helen Hunt', 'Sean Bean']",
DC Super Hero Girls,2019,Ongoing,"['Animation', 'Action', 'Adventure']",Teenage versions of DC Comics superheroines both attend high school and fight crime to protect the citizens of Metropolis.,7.1,950,11,,Series,"['Tara Strong', 'Nicole Sullivan', 'Myrna Velasco', 'Kimberly Brooks']",
Dear White People,2017,2021,"['Comedy', 'Drama']","At a predominantly white Ivy League college, a group of black students navigate various forms of racial and other types of discrimination.",6.2,23061,30,,Series,"['Antoinette Robertson', 'Logan Browning', 'Brandon P Bell', 'DeRon Horton']",
Monty Python's Flying Circus,1969,1974,['Comedy'],The original surreal sketch comedy showcase for the Monty Python troupe.,8.8,69552,30,,Series,"['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle']",
Gumihodyeon,2020,Ongoing,"['Fantasy', 'Horror', 'Romance']",An urban dark fantasy drama about a gumiho who settles into the city and a producer who is after it.,8.0,2489,70,,Series,"['Lee Dong-Wook', 'Jo Bo-ah', 'Kim Bum', 'Kim Yong Ji']",
Señora Acero,2014,2019,"['Crime', 'Drama', 'Romance']","Señora Acero 3: La Coyote- Bastard daughter of Vicente Acero, Vicenta Rigores Acero (La Coyote) must come face to face with her destiny to become the New Señora Acero, as she is the inheritor of the Acero family dynasty.",7.1,309,,,Series,"['Aurora Gil', 'Oscar Priego', 'Jorge Zárate', 'Michel Duval']",
Lab Rats,2012,2016,"['Action', 'Comedy', 'Drama']","A scrawny 14-year-old, having discovered his inventor stepdad has three bionic, super-powered teens living cloistered in a secret lab beneath their home, brings them out into the world.",6.6,5125,22,,Series,"['William Brent', 'Spencer Boldman', 'Kelli Berglund', 'Tyrel Jackson Williams']",
Byeol-e-seo on geu-dae,2013,2014,"['Comedy', 'Drama', 'Fantasy']","Do Min-Joon, an alien that came to our planet 400 years ago, will be able to return to his planet in 3 months, but when he meets famous actress Chun Song-Yi, all the centuries he spent distancing himself from humans come to an end.",8.2,10146,60,,Series,"['Jun Ji-hyun', 'Kim Soo-hyun', 'Park Hae-Jin', 'Yoo In-Na']",
"Luchshe, chem lyudi",2018,2019,"['Drama', 'Sci-Fi']","A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.",7.4,7450,52,,Series,"['Paulina Andreeva', 'Kirill Käro', 'Aleksandr Ustyugov', 'Olga Lomonosova']",
Noragami,2014,2016,"['Animation', 'Action', 'Adventure']","A minor god seeking to gain widespread worship teams up with a human girl he saved to gain fame, recognition and at least one shrine dedicated to him.",7.9,12511,24,,Series,"['Hiroshi Kamiya', 'Maaya Uchida', 'Yûki Kaji', 'Bryn Apprill']",
Dorohedoro,2020,Ongoing,"['Animation', 'Action', 'Comedy']",In a sad town a clan of sorcerers use its people to experiment with the dark arts.,8.2,6163,25,,Series,"['Wataru Takagi', 'Reina Kondou', ""Ken'yû Horiuchi"", 'Yoshimasa Hosoya']",
Mortel,2019,2021,"['Crime', 'Drama', 'Fantasy']",A group of French teenagers are bound together by a supernatural force.,6.6,1175,40,,Series,"['Georgina Elizabeth Okon', 'Ryan Cargill', 'Carl Malapa', 'Némo Schiffman']",
Kiru ra kiru: KILL la KILL,2013,2014,"['Animation', 'Action', 'Comedy']",A young girl arrives at a school of superhumans to find out the truth behind her father's murder.,7.9,11962,25,,Series,"['Ami Koshimizu', 'Aya Suzaki', 'Toshihiko Seki', ""Shin'ichirô Miki""]",
Law School,2021,Ongoing,"['Crime', 'Drama', 'Mystery']","When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students.",8.2,1201,65,,Series,"['Myung-Min Kim', 'Kim Bum', 'Hye-young Ryu', 'Lee Jeong-eun']",
Freud,2020,Ongoing,"['Crime', 'History', 'Thriller']","Young Czech-Austrian psychoanalyst, Sigmund Freud, investigates a murder conspiracy in 1880's Vienna.",6.5,10568,55,,Series,"['Robert Finster', 'Ella Rumpf', 'Georg Friedrich', 'Christoph F. Krutzler']",
Toradora!,2008,2009,"['Animation', 'Comedy', 'Drama']","Ryuji Takasu lives in a falling down house with his mother, and although being a nice guy is cursed with the evil look of his father causing people to avoid him. Taiga Aisaka is a tiny,self...",8.0,12030,24,,Series,"['Rie Kugimiya', 'Junji Majima', 'Yui Horie', 'Hirofumi Nojima']",
Goblin Slayer,2018,Ongoing,"['Animation', 'Action', 'Adventure']","In a fantasy world, a lone hero makes his living by exterminating all goblins he encounters. But one day he meets a friend, and his life begins to become more intense.",7.5,5711,30,,Series,"['Yuichiro Umehara', 'Yui Ogura', 'Hayden Daviau', 'Brad Hawkins']",
Pooreun Badaui Junsul,2016,2017,"['Comedy', 'Fantasy', 'Romance']","The television series centers on the love story of Heo Joon Jae, who is a clever con-man, and a mermaid named Shim Chung, who falls in love with him.",8.1,6582,60,,Series,"['Jun Ji-hyun', 'Lee Min-Ho', 'Lee Hee-joon', 'Shin Won Ho']",
Monarca,2019,2021,['Drama'],"After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.",7.9,2801,43,,Series,"['Irene Azuela', 'Juan Manuel Bernal', 'Osvaldo Benavides', 'Regina Pavón']",
Gojira shingyura pointo,2021,Ongoing,"['Animation', 'Action', 'Adventure']","Brought together by a mysterious song, a grad student and an engineer lead the fight against an unimaginable force that may spell doom for the world.",6.6,1054,24,,Series,"['Cristina Valenzuela', 'Yume Miyamoto', 'Shoya Ishige', 'Yôhei Azakami']",
The Circle,2020,Ongoing,"['Game-Show', 'Reality-TV']","Players start off isolated in an apartment, and with their online interactions as their only means of any communication. The players use a social media platform called ""The Circle"".",7.3,5276,48,,Series,"['Michelle Buteau', 'Jack Atkins', 'Deleesa Carrasquillo', 'Courtney Revolution']",
Avlu,2018,Ongoing,"['Crime', 'Drama']",A woman entering a prison trying to establish her own justice. These women who are forced to give up their freedom are struggling in Karakuyu against their own order and their own laws.,7.2,1377,120,,Series,"['Demet Evgar', 'Ceren Moray', 'Nursel Köse', 'Çagdas Onur Öztürk']",
Love & Anarchy,2020,Ongoing,"['Comedy', 'Drama', 'Romance']","Sofie, a career driven consultant and married mother of two. When Sofie gets an assignment to modernize an old publishing house she meets young IT tech Max, and an unexpected flirting game begins.",7.4,6788,30,,Series,"['Ida Engvoll', 'Björn Mosten', 'Carla Sehn', 'Reine Brynolfsson']",
Free Rein,2017,2019,"['Action', 'Adventure', 'Comedy']","After befriending a mysterious horse during a summer in the English countryside, 15-year-old Zoe finds the strength to deal with issues she faces.",7.3,1798,26,,Series,"['Freddy Carter', 'Jaylen Barron', 'Manpreet Bambra', 'Celine Buckens']",
The Liberator,2020,Ongoing,"['Animation', 'Action', 'Drama']",The true story of one of the bloodiest battles of World War II.,7.6,5219,,,Series,"['Bradley James', 'Martin Sensmeier', 'Jose Miguel Vasquez', 'Billy Breed']",
The Worst Witch,2017,Ongoing,"['Family', 'Fantasy']",Mildred lives an ordinary until the day that Maud Spellbody crashes her broomstick into their balcony. Maud then introduces Mildred to Cackle's Academy - a school for young witches set high on a mountaintop.,7.3,2087,30,,Series,"['Raquel Cassidy', 'Jenny Richardson', 'Clare Higgins', 'Dagny Rollins']",
Pacific Rim,2021,Ongoing,"['Animation', 'Action', 'Adventure']","After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",7.1,3533,24,,Series,"['Gideon Adlon', 'Calum Worthy', 'Erica Lindbeck', 'Victoria Grace']",
The Upshaws,2021,Ongoing,['Comedy'],It centers on a working-class African American family in Indiana struggling to make it work and make it right without any blueprints.,6.9,1810,,,Series,"['Mike Epps', 'Kim Fields', 'Diamond Lyons', 'Wanda Sykes']",
Mr. Iglesias,2019,2020,['Comedy'],A good-natured high school teacher working at his alma mater works with gifted but misfit and disinterested students.,7.1,5988,30,,Series,"['Gabriel Iglesias', 'Sherri Shepherd', 'Jacob Vargas', 'Maggie Geha']",
Hilda,2018,2020,"['Animation', 'Adventure', 'Comedy']","A fearless blue-haired girl named Hilda leaves the forest to go to town and find new friends, great adventures, magic and mysterious creatures who might be dangerous.",8.6,8072,24,,Series,"['Bella Ramsey', 'Ameerah Falzon-Ojo', 'Oliver Nelson', 'Daisy Haggard']",
Aunty Donna's Big Ol' House of Fun,2020,Ongoing,['Comedy'],"In their new sketch series, Aunty Donna's Big Ol' House of Fun take viewers along for an absurdist adventure through their everyday lives.",8.0,5312,20,,Series,"['Mark Samual Bonanno', 'Broden Kelly', 'Zachary Ruane', 'Scott Aukerman']",
Greenhouse Academy,2017,2020,['Drama'],"Almost a year after their astronaut mother's tragic death, brother and sister Alex and Hayley Woods start to attend an elite boarding school for future leaders, but they soon realize that that everything is not as it seems.",6.9,5351,25,,Series,"['Ariel Mortman', 'Finn Roberts', ""Chris O'Neal"", 'Dallas Hart']",
Meteor Garden,2018,Ongoing,"['Drama', 'Romance']","An ordinary girl is admitted to the most prestigious school in the country where she encounters F4, an exclusive group comprised of the four wealthiest and handsomest boys in the school - Dao Ming Si, Hua Ze Lei, Xi Men and Mei Zuo.",8.1,3217,45,,Series,"['Dylan Wang', 'Shen Yue', 'Caesar Wu', 'Darren Chen']",
Paranormal,2020,Ongoing,"['Drama', 'Fantasy', 'Horror']","Set in the 1960s, the series, packed with mystery and suspense, depicts the adventures of PARANORMAL leading character Dr. Refaat Ismail, a single hematologist who finds himself faced with a series of supernatural events.",8.5,69190,45,,Series,"['Ahmed Amin', 'Reem Abd El Kader', 'Samma Ibrahim', 'Razane Jammal']",
Kyle XY,2006,2009,"['Drama', 'Mystery', 'Romance']","A family takes in a formerly institutionalized teen savant who is missing standard human behaviors such as anger, joy, and love.",7.4,28464,60,,Series,"['Matt Dallas', 'Marguerite MacIntyre', 'Bruce Thomas', 'April Matson']",
Borgia,2011,2014,"['Biography', 'Drama', 'History']",Story of the rise and the fall of the Renaissance dynasty.,7.8,6257,52,,Series,"['Mark Ryder', 'Isolda Dychauk', 'Diarmuid Noyes', 'John Doman']",
Mirai nikki,2011,2013,"['Animation', 'Action', 'Drama']","A young man competes with people around the world for a chance to become the succesor of God, with a diary that is able to tell the future.",7.6,15313,25,,Series,"['Josh Grelle', 'Brina Palencia', 'Leah Clark', 'Emily Neves']",
Tengen toppa gurren lagann,2007,2008,"['Animation', 'Action', 'Adventure']","Two friends, Simon and Kamina, become the symbols of rebellion against the powerful Spiral King, who forced mankind into subterranean villages.",8.3,15693,24,,Series,"['Yuri Lowenthal', 'Kana Asumi', 'Steve Blum', 'Johnny Yong Bosch']",
Mystery Science Theater 3000,1988,1999,"['Comedy', 'Sci-Fi']","In the not-too-distant future Joel Robinson is held captive by Dr. Forrester and TV's Frank, forced to watch B-Grade movies on the Satellite of Love with the help of his robot friends: Cambot, Gypsy, Tom Servo and Crow T. Robot.",8.5,23491,92,,Series,"['Joel Hodgson', 'Michael J. Nelson', 'Trace Beaulieu', 'Kevin Murphy']",
El dragón,2019,2020,"['Action', 'Adventure', 'Drama']","After the murder of his parents when he was a little kid, Mexican Miguel Garza is sent away to Japan. 20 years later, he has to go back to his home country as the new heir of his family's cartel.",7.0,1611,45,,Series,"['Sebastián Rulli', 'Renata Notni', 'Manuel Balbi', 'Cassandra Sanchez Navarro']",
Portlandia,2011,2018,['Comedy'],"A sketch-comedy series that parodies life in Portland, Oregon.",7.8,19065,22,,Series,"['Fred Armisen', 'Carrie Brownstein', 'Kyle MacLachlan', 'Sam Adams']",
Fatma,2021,Ongoing,"['Crime', 'Drama', 'Thriller']","As Fatma sets out to search for Zafer, she commits an unexpected murder and she has to keep killing in order to survive.",7.5,6618,40,,Series,"['Burcu Biricik', 'Mehmet Yilmaz Ak', 'Sehsuvar Aktas', 'Hazal Türesan']",
Rita,2012,2020,"['Comedy', 'Drama']","Following the life of a very outspoken and rebellious woman, Rita is a school teacher who is competent in the classroom, but seems to need a teacher of her own, when it comes to her personal life.",8.1,8057,40,,Series,"['Mille Dinesen', 'Lise Baastrup', 'Nikolaj Groth', 'Carsten Bjørnlund']",
Ask 101,2020,Ongoing,"['Comedy', 'Drama', 'Romance']","In 1990s Turkey, a group of teenage outcasts band together to make their beloved teacher fall in love so she'll have a reason to stay in town with them.",7.5,10299,40,,Series,"['Kubilay Aka', 'Mert Yazicioglu', 'Alina Boz', 'Selahattin Pasali']",
Unsolved Mysteries,2020,Ongoing,"['Documentary', 'Crime', 'Mystery']","Immersive, character-driven stories are rooted in the experiences of ordinary people who have lived the unthinkable. Families, detectives and journalists hope viewers hold the clues to solving these mysteries.",7.3,8190,45,,Series,"['Pistol Black', 'Myrtle Carter', 'Jane Green', 'Teruo Konno']",
Vexed,2010,2012,"['Comedy', 'Crime', 'Mystery']",Two Detectives Jack and Georgina who share chemistry but have complicated personal lives.,7.3,3263,60,,Series,"['Toby Stephens', 'Ronny Jhutti', 'Roger Griffiths', 'Miranda Raison']",
Wanderlust,2018,Ongoing,['Drama'],A therapist tries to save her marriage after a cycling accident causes them to reassess their relationship.,7.1,4825,60,,Series,"['Toni Collette', 'Steven Mackintosh', 'Joe Hurst', ""Emma D'Arcy""]",
Queer Eye,2018,Ongoing,['Reality-TV'],"A new Fab Five set out to Atlanta to help some of the city's people refine their wardrobes, grooming, diet, cultural pursuits, and home décor.",8.5,16094,45,,Series,"['Bobby Berk', 'Karamo Brown', 'Tan France', 'Antoni Porowski']",
Republic of Doyle,2010,2014,"['Comedy', 'Crime', 'Drama']","Jake Doyle and his father Malachy run a private investigations agency in St. John's, Newfoundland. Their cases involve them in all sorts of dealings - not all of them on the right side of the law.",7.4,3553,60,,Series,"['Allan Hawco', 'Krystin Pellerin', ""Mark O'Brien"", 'Marthe Bernard']",
Glow Up: Britain's Next Make-Up Star,2019,Ongoing,['Reality-TV'],A talented group of aspiring make-up artists attempt to prove their potential to industry professionals in this competition hosted first by Stacey Dooley then by Maya Jama.,6.8,1440,60,,Series,"['Dominic C. Skinner', 'Val Garland', 'Maya Jama', 'Stacey Dooley']",
The Bletchley Circle,2012,2014,"['Crime', 'Drama', 'Mystery']","In 1952, four women who worked at the wartime code-breaking centre, Bletchley Park, reunite to track down a serial killer.",7.9,11331,45,,Series,"['Rachael Stirling', 'Julie Graham', 'Sophie Rundle', 'Anna Maxwell Martin']",
The Windsors,2016,Ongoing,['Comedy'],Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.,7.1,2383,30,,Series,"['Celeste Dring', 'Louise Ford', 'Hugh Skinner', 'Ellie White']",
The Spectacular Spider-Man,2008,2009,"['Animation', 'Action', 'Adventure']","An animated television show that focuses on a sixteen-year-old Peter Parker, and the origins of Spider-Man.",8.2,11421,23,,Series,"['Josh Keaton', 'Lacey Chabert', 'Joshua LeBar', 'Grey Griffin']",
The Lost Pirate Kingdom,2021,Ongoing,"['Documentary', 'Adventure', 'Drama']","The real-life pirates of the Caribbean violently plunder, stealing and form a surprisingly egalitarian republic in this documentary series.",6.6,2134,,,Series,"['Derek Jacobi', 'James Oliver Wheatley', 'Sam Callis', 'Tom Padley']",
Joahamyeon Ullineun,2019,2021,"['Comedy', 'Drama', 'Romance']","In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities.",7.1,3786,50,,Series,"['Kim So-Hyun', 'Song Kang', 'Ga-ram Jung', 'Go Min-Si']",
Kengan Ashura,2019,Ongoing,"['Animation', 'Action']","A timid old man is summoned by his chairman to become the manager of Tokita Ohma, a highly skilled gladiator who only cares about fighting and winning in the Kengan matches.",8.0,3836,24,,Series,"['Kaiji Tang', 'Michael C. Pizzuto', 'Keith Silverstein', 'Erika Harlacher']",
Ki Hwanghoo,2013,2014,"['Action', 'Drama', 'History']",A Korea-born warrior girl had to be a servant at the Mongol Yuan court but somehow overcame her low status to become an empress in another land.,8.5,2072,,,Series,"['Ha Ji-Won', 'Hye-Rin Han', 'Ju Jin-Mo', 'Ji Chang-Wook']",
Jugar con Fuego,2019,Ongoing,['Drama'],"Three prosperous women, including a mother and her daughter, fall for a seductive man in Colombia's Coffee Triangle.",5.9,768,,,Series,"['Jason Day', 'Margarita Rosa de Francisco', 'Carlos Ponce', 'Laura Perico']",
Boss,2011,2012,"['Crime', 'Drama']","Mayor Tom Kane, diagnosed with a dementia disorder, struggles to keep his grip on power in Chicago.",8.1,17281,56,,Series,"['Kelsey Grammer', 'Connie Nielsen', 'Hannah Ware', 'Jeff Hephner']",
Kingdom,2012,Ongoing,"['Animation', 'Action', 'Drama']","In ancient China, a young boy dreams of becoming the greatest general of the Qin Kingdom.",8.1,900,,,Series,"['Adam Fedyk', 'Masakazu Morita', 'Jun Fukuyama', 'Akio Kato']",
