title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
The A List,2018,Ongoing,"['Crime', 'Drama', 'Mystery']","As the journey continues, Mia faces a major decision and holds Petal's fate in her hands. Meanwhile, Midge navigates her new not-so-normal.",8.6,28,29,,Series,"['Lisa Ambalavanar', 'Ellie Duckles', 'Rosie Dwyer', 'Savannah Baker']",['Neil J. Wilkinson']
The A List,2018,Ongoing,"['Crime', 'Drama', 'Mystery']",Past meets present as Midge reminds Mia of their history as friends and enemies. Jenna and Fitz search for Harry and uncover a chilling secret.,8.5,28,26,,Series,"['Lisa Ambalavanar', 'Ellie Duckles', 'Rosie Dwyer', 'Savannah Baker']",['Neil J. Wilkinson']
The A List,2018,Ongoing,"['Crime', 'Drama', 'Mystery']","Midge addresses the group, sparking a new wave of skepticism. Alex, Petal and Kayleigh examine Dr. Shore's records. Mia and Luka forge a new bond.",8.5,25,28,,Series,"['Lisa Ambalavanar', 'Ellie Duckles', 'Rosie Dwyer', 'Savannah Baker']",['Dan Berlinka']
The A List,2018,Ongoing,"['Crime', 'Drama', 'Mystery']","After Alex dives deeper into her research, the group prepares a new plan of action. Mia and Luka revisit their pasts. Amber connects with a visitor.",8.7,24,27,,Series,"['Lisa Ambalavanar', 'Ellie Duckles', 'Rosie Dwyer', 'Savannah Baker']",['Dan Berlinka']
The A List,2018,Ongoing,"['Crime', 'Drama', 'Mystery']","Tensions mount as Mia, Amber and Midge meet again. Elsewhere, Dev crosses paths and exchanges words with Luka. Sam serves as a voice of reason.",8.9,26,27,,Series,"['Lisa Ambalavanar', 'Ellie Duckles', 'Rosie Dwyer', 'Savannah Baker']",['Dan Berlinka']
The A List,2018,Ongoing,"['Crime', 'Drama', 'Mystery']","As Midge's power grows stronger than ever, Mia and the group stage a dark and daring mission in hopes of stopping her once and for all.",8.4,29,29,,Series,"['Lisa Ambalavanar', 'Ellie Duckles', 'Rosie Dwyer', 'Savannah Baker']",['Dan Berlinka']
The A List,2018,Ongoing,"['Crime', 'Drama', 'Mystery']","Mia, Petal and Harry officially start their journey with a new ally. In isolation, Midge makes a surprising connection. Amber keeps everyone guessing.",8.2,30,28,,Series,"['Lisa Ambalavanar', 'Ellie Duckles', 'Rosie Dwyer', 'Savannah Baker']",['Neil J. Wilkinson']
The Upshaws,2021,Ongoing,['Comedy'],"After Regina throws Bennie out, she starts cleaning house; Bennie tries his old tricks to get back in her good graces; Lucretia's affair takes a turn.",8.0,43,,,Series,"['Mike Epps', 'Kim Fields', 'Diamond Lyons', 'Wanda Sykes']",['Kelly Park']
Las mágicas historias de Plim Plim,2011,2016,"['Animation', 'Comedy', 'Family']",,,,,,Series,"['Tian Brass', 'Kerr Logan', 'Natalia Rosminati', 'Emilio A. Villarino']","['Mikhail Plata', 'Michael Fuer', 'Mejo Joseph', 'Normandy Vamos', 'Hubert Zapalowicz']"
800 metros,2021,Ongoing,['Documentary'],,,,,,Series,,['León Siminiani']
Las mágicas historias de Plim Plim,2011,2016,"['Animation', 'Comedy', 'Family']",,,,,,Series,"['Tian Brass', 'Judith Cabral', 'Valeria Gómez', 'Kerr Logan']","['Mikhail Plata', 'Michael Fuer', 'Mejo Joseph', 'Normandy Vamos', 'Hubert Zapalowicz']"
The Drew Barrymore Show,2020,Ongoing,['Talk-Show'],"Netflix's ""Holidate"" star Jessica Capshaw will stops by to chat before Drew enlists finance expert Farnoosh Torabi and psychologist Dr. Aliza Pressman to share a tips on how to talk to your...",,,44,,Series,"['Drew Barrymore', 'Jessica Capshaw', 'Farnoosh Torabi', 'Aliza Waksal Pressman']",['Adam Heydt']
The Drew Barrymore Show,2020,Ongoing,['Talk-Show'],"YouTube star David Dobrik on amassing over 15 million YouTube subscribers and the Vlog Squad. Plus, a comedian Fortune Feimster will stops by. Then, in Beauty Backgrounder, Drew does have a...",,,43,,Series,"['Drew Barrymore', 'David Dobrik', 'Fortune Feimster']",['Adam Heydt']
The Drew Barrymore Show,2020,Ongoing,['Talk-Show'],"Host of Nickelodeon's new animal talent show called ""Unleashed"" comedian Gabriel Iglesias will shares with Drew on of his favorite acts. Cast of the new film ""Friendsgiving"" including Malin...",,,44,,Series,"['Drew Barrymore', 'Gabriel Iglesias', 'Malin Akerman', 'Kat Dennings']",['Adam Heydt']
Zero Chill,2021,Ongoing,"['Comedy', 'Drama', 'Family']",The pressure is on as Kayla works hard to prove that Mac is not the only one who can win; Bear burdens Mac with a secret before the big game.,7.6,38,28,,Series,"['Grace Beedie', 'Dakota Taylor', 'Jeremias Amoore', 'Anastázie Chocholatá']",['Tessa Hoffe']
Resident Evil: Infinite Darkness,2021,Ongoing,"['Animation', 'Action', 'Horror']","Now at an NGO in Penamstan, Claire discovers signs reminiscent of Raccoon City. Leon makes his way to the White House, unaware that it's under attack.",6.7,632,26,,Series,"['Nick Apostolides', 'Bill Butts', 'Ray Chase', 'Kellen Goff']",['Eiichirô Hasumi']
The Upshaws,2021,Ongoing,['Comedy'],Regina goes to her work party solo while Bennie has fun with the guys; Lucretia and Bennie get drunk together; and Bernard reveals his truth.,8.8,49,,,Series,"['Mike Epps', 'Kim Fields', 'Diamond Lyons', 'Wanda Sykes']",['Phill Lewis']
The Baby-Sitters Club,2020,Ongoing,"['Comedy', 'Drama', 'Family']",,,,,,Series,"['Xochitl Gomez', 'Sophie Grace', 'Momona Tamada', 'Shay Rudolph']",
Eden,2021,Ongoing,"['Animation', 'Action', 'Adventure']","A millennium after humans vanished from Earth, two farming robots find a little human girl and start to take care of her, at great risk to themselves.",7.0,61,25,,Series,"['Marika Kôno', 'Kentarô Itô', 'Kyôko Hikami', 'Tarusuke Shingaki']",['Yasuhiro Irie']
Zero,2021,Ongoing,"['Action', 'Comedy', 'Drama']","Omar has dreams of leaving the barrio and making a life with his drawing. After spending an evening with Anna, Omar swears to not be held back by fear & petty excuses.",6.6,52,27,,Series,"['Giuseppe Dave Seke', 'Haroun Fall', 'Beatrice Grannò', 'Dylan Magon']",['Paola Randi']
Zero,2021,Ongoing,"['Action', 'Comedy', 'Drama']","After the neighborhood generator gets sabotaged, Sharif tries to recruit Omar to help, who's preoccupied with Anna. But then Omar comes up with an idea.",7.5,26,21,,Series,"['Giuseppe Dave Seke', 'Haroun Fall', 'Beatrice Grannò', 'Dylan Magon']",['Mohamed Hossameldin']
Zero,2021,Ongoing,"['Action', 'Comedy', 'Drama']","Sharif comes up with a plan to use Omar's power to help raise the funds needed to fix the neighborhood generator, but Anna's appearance throws Omar off.",7.6,23,23,,Series,"['Giuseppe Dave Seke', 'Haroun Fall', 'Beatrice Grannò', 'Dylan Magon']",['Paola Randi']
Zero,2021,Ongoing,"['Action', 'Comedy', 'Drama']",,7.7,23,24,,Series,"['Giuseppe Dave Seke', 'Haroun Fall', 'Beatrice Grannò', 'Dylan Magon']",['Margherita Ferri']
Zero,2021,Ongoing,"['Action', 'Comedy', 'Drama']",,7.8,20,21,,Series,"['Giuseppe Dave Seke', 'Haroun Fall', 'Beatrice Grannò', 'Dylan Magon']",['Margherita Ferri']
Zero,2021,Ongoing,"['Action', 'Comedy', 'Drama']",,8.0,20,24,,Series,"['Giuseppe Dave Seke', 'Haroun Fall', 'Beatrice Grannò', 'Dylan Magon']",['Ivan Silvestrini']
Zero,2021,Ongoing,"['Action', 'Comedy', 'Drama']",,7.7,20,25,,Series,"['Giuseppe Dave Seke', 'Haroun Fall', 'Beatrice Grannò', 'Dylan Magon']",['Ivan Silvestrini']
Zero,2021,Ongoing,"['Action', 'Comedy', 'Drama']",,7.5,20,27,,Series,"['Giuseppe Dave Seke', 'Haroun Fall', 'Beatrice Grannò', 'Dylan Magon']",['Ivan Silvestrini']
The Drew Barrymore Show,2020,Ongoing,['Talk-Show'],Holidate star Emma Roberts will stops by to be chat. Sesame Street's Big Birds was drops in to helping me Drew celebrate World Kindness Day before Drew will wraps up craft week with Danny Seo and The Weekender picks.,,,44,,Series,"['Drew Barrymore', 'Emma Roberts', 'Danny Seo', 'Matt Vogel']",['Adam Heydt']
Army of the Dead: Lost Vegas,2022,Ongoing,"['Animation', 'Action', 'Crime']",,,,,,Series,"['Tig Notaro', 'Yetide Badaki', 'Monica Barbaro', 'Ross Butler']",
The Boondocks,2005,2014,"['Animation', 'Action', 'Comedy']","In the wake of Huey's failed protest against the network, BET's Harvard-educated programming chief, Weggie Rudlin, is moving ahead with his promise to create The Uncle Ruckus Reality Show.",8.6,184,23,,Series,"['Regina King', 'John Witherspoon', 'Cedric Yarbrough', 'Gary Anthony Williams']","['Seung Eun Kim', 'Bob Hathcock']"
The Drew Barrymore Show,2020,Ongoing,['Talk-Show'],"Soccer Star Megan Rapinoe on your her new book ""One Life."" Plus, Megan's mom, Denise Rapinoe aka ""Mammers"" will joins in on the fun. ""The Crown"" stars Emma Corrin and Josh O'Connor will ...",,,43,,Series,"['Drew Barrymore', 'Megan Rapinoe', 'Emma Corrin', ""Josh O'Connor""]",
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']","A cyclone hits Cape Mercy, leaving the town powerless and Dive Club member Lauren missing. Izzie and her father arrive to help with the clean up and Henry makes a shocking discovery.",,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Rhiannon Bannenberg']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']","While the town searches for Lauren, Dive Club begin their own investigation. Izzie finds Lauren's phone, which contains a hidden message suggesting her disappearance was no accident.",,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Rhiannon Bannenberg']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']",The girls break into Lauren's house looking for more information and find an old coin belonging to Hayden. Izzie finds a diamond brooch in Lauren's wetsuit.,,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Rhiannon Bannenberg']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']",Dive Club discovers that Hayden's coin has some significance and that Lauren was communicating with a mysterious person named LK.,,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Hayley MacFarlane']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']",It's the day of the cabaret fundraiser and Dive Club discover who the mysterious LK is.,,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Hayley MacFarlane']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']",Dive Club and LK receive a distress call and embark on a rescue mission. Could it be Lauren?,,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Christine Luby']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']","With the town of Cape Mercy believing Lauren is dead following the discovery of her sailing jacket, a memorial is held in her honour.",,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Hayley MacFarlane']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']",Dive Club and Leonid dive the dangerous Russian shipwreck causing dire consequences.,,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Christine Luby']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']","Dive Club learns the significance of Hayden's coin, which takes them on another wreck dive.",,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Christine Luby']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']",Viktorya shares a family secret with Anna. Hayden tells Henry he's found a way to pay off his debts. Izzie steps up her relationship with Henry and Maddie finds a painting that changes everything.,,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Rhiannon Bannenberg']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']","The Salvation Day celebrations begin, and the town is in good spirits. All that changes when a SOS flashes out from the lighthouse. Is it Lauren?",,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Rhiannon Bannenberg']
Dive Club,2021,Ongoing,"['Drama', 'Family', 'Mystery']",The truth is pieced together as one of the girls is forced to choose between friends and family.,,,,,Series,"['Miah Madden', 'Georgia-May Davis', ""Sana'a Shaik"", 'Aubri Ibrag']",['Rhiannon Bannenberg']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']",Ruhiye's condition deteriorates under Yasin's maltreatment. Peri crosses paths with Melisa. Meryem broaches a sensitive subject with Peri.,8.1,635,47,,Series,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","After Ruhiye's upsetting dream, Yasin encounters Hayrunnisa, the hodja's daughter. Melisa asks Peri to face her biases. Gülbin catches Sinan unawares.",8.1,574,49,,Series,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']",Meryem tells Peri about her star-struck encounter. Tensions come to a head between Gülbin and her sister. Yasin orders Meryem to stop visiting Peri.,8.0,591,40,,Series,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","A suspicious Meryem questions Yasin about Hayrunnisa, who grapples with guilt in the wake of tragedy. Ruhiye, Yasin and Meryem head for the village.",8.1,543,44,,Series,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","Gülbin ends her sessions with Peri, who reaches a breaking point. Ruhiye revisits a dark chapter in her past. An unwelcome figure follows Burcu.",8.1,524,55,,Series,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","A connection grows between Hilmi and Meryem. At Semiha's house, Ruhiye makes an earth-shattering revelation.",8.4,571,58,,Series,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']",Peri talks to Meryem about repressed emotions. Ruhiye and Yasin make amends. Hayrunnisa sets off on her own path.,8.6,612,45,,Series,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Snabba Cash,2021,Ongoing,"['Action', 'Crime', 'Drama']","The lives of an ambitious businesswoman, a charming mobster and a troubled teenager find themselves on a frantic quest with only one goal: to make money.",7.3,135,44,,Series,"['Alexander Abdallah', 'Evin Ahmad', 'Ayaan Ahmed', 'Ali Alarik']",['Jesper Ganslandt']
Snabba Cash,2021,Ongoing,"['Action', 'Crime', 'Drama']",Tim's swift ascent is interrupted. Leya must act as an intermediary between Ravy and Marko. Salim thinks about making a big change in his life.,7.4,121,40,,Series,"['Alexander Abdallah', 'Evin Ahmad', 'Ayaan Ahmed', 'Ali Alarik']",['Måns Månsson']
Snabba Cash,2021,Ongoing,"['Action', 'Crime', 'Drama']","With the help of Tomas Storm, Leya's business begins to take off. Salim teaches Tim how to deal with a rowdy customer. Ravy is in trouble.",7.5,129,38,,Series,"['Alexander Abdallah', 'Evin Ahmad', 'Ayaan Ahmed', 'Ali Alarik']",['Måns Månsson']
Snabba Cash,2021,Ongoing,"['Action', 'Crime', 'Drama']",Tim's swift ascent is interrupted. Leya must act as an intermediary between Ravy and Marko. Salim thinks about making a big change in his life.,7.7,131,41,,Series,"['Alexander Abdallah', 'Evin Ahmad', 'Ayaan Ahmed', 'Ali Alarik']",['Jesper Ganslandt']
Snabba Cash,2021,Ongoing,"['Action', 'Crime', 'Drama']",Leya confronts Tomas about her finances and decides to make a deal. The bloodthirsty Ravy takes aim at the object of his revenge.,7.7,137,44,,Series,"['Alexander Abdallah', 'Evin Ahmad', 'Ayaan Ahmed', 'Ali Alarik']",['Jesper Ganslandt']
The Epic Tales of Captain Underpants,2018,2020,"['Animation', 'Short', 'Action']",Christmas gets weird - really weird - after George and Harold go back in time to change up a few of their beloved holiday's traditions.,5.5,118,45,,Series,"['Nat Faxon', 'Jay Gragnani', 'Ramone Hamilton', 'Sean Astin']",
The Upshaws,2021,Ongoing,['Comedy'],"When Bennie tries to live a healthier lifestyle, he winds up in a boxing ring with Bernard; Maya struggles with a school bully.",8.5,44,,,Series,"['Mike Epps', 'Kim Fields', 'Diamond Lyons', 'Wanda Sykes']",['Phill Lewis']
Young Wallander,2020,Ongoing,"['Crime', 'Drama', 'Mystery']",,,,,,Series,"['Adam Pålsson', 'Tomiwa Edun', 'Yasen Atour', 'Lisa Hammond']",
The Drew Barrymore Show,2020,Ongoing,['Talk-Show'],"Music superstar Carrie Underwood will stops by to be chat. Then, meet 7-year-old Hayley Orlinsky, who was after hearing the frontline workers were running out of PPE has decided to sell ...",,,43,,Series,"['Drew Barrymore', 'Carrie Underwood', 'Hoda Kotb', 'Hayley Orlinsky']",['Adam Heydt']
Mismatched,2020,Ongoing,"['Comedy', 'Drama', 'Romance']","Hopeless romantic Rishi hopes to woo Dimple at a summer course after seeing her photo on a matrimonial website, but marriage is far from her mind.",5.9,54,,,Series,"['Prajakta Koli', 'Rohit Saraf', 'Rannvijay Singh', 'Vihaan Samat']","['Nipun Dharmadhikari', 'Akarsh Khurana']"
Home for Christmas,2019,2020,"['Comedy', 'Drama', 'Romance']",Home for Christmas is back to save the holidays. Find out who was behind the door.,7.5,166,31,,Series,"['Håvard Bakke', 'Stian Blipp', 'Ida Elise Broch', 'Simen Dahl']",['Per-Olav Sørensen']
